Ac_gi	Ac_ref_Tx	UniProt_db	Entry	Entry_name	pident	length	mismatch	gapopen	qstart	qend	sstart	send	evalue	bitscore
871268506	XM_005110298.2	sp	O43826	G6PT1_HUMAN	37.31	386	235	3	410	1546	13	398	9e-66	225
871268509	XM_005110292.2	sp	Q8NFH5	NUP35_HUMAN	44.21	328	162	8	285	1250	14	326	2e-67	223
871268512	XM_005110300.2	sp	Q8IYR2	SMYD4_HUMAN	27.88	746	435	17	1312	3360	62	767	1e-75	270
871268517	XM_013089095.1	sp	Q8IW92	GLBL2_HUMAN	42.41	606	319	12	158	1972	54	630	1e-148	461
871268515	XM_005110295.2	sp	Q8IW92	GLBL2_HUMAN	41.76	625	296	12	178	1992	54	630	1e-148	461
871268525	XM_005110302.2	sp	P98160	PGBM_HUMAN	24.65	434	255	17	569	1792	2341	2728	4e-07	55.5
871268525	XM_005110302.2	sp	P98160	PGBM_HUMAN	29.95	217	127	11	758	1354	3089	3298	5e-06	52.0
871268525	XM_005110302.2	sp	P98160	PGBM_HUMAN	26.01	173	107	8	866	1354	3224	3385	5e-05	48.5
871268551	XM_005110304.2	sp	Q9GZQ6	NPFF1_HUMAN	31.43	175	104	4	287	772	1	172	3e-14	76.6
325297097	NM_001204628.1	sp	P23763	VAMP1_HUMAN	82.19	73	13	0	133	351	31	103	8e-38	132
871268548	XM_005110306.2	sp	O43156	TTI1_HUMAN	32.80	500	282	7	2074	3516	621	1085	3e-66	246
871268548	XM_005110306.2	sp	O43156	TTI1_HUMAN	32.03	587	373	13	151	1887	6	574	1e-61	232
871268541	XM_013089098.1	sp	Q99570	PI3R4_HUMAN	46.94	899	425	16	278	2926	1	863	0.0	795
871268541	XM_013089098.1	sp	Q99570	PI3R4_HUMAN	41.44	432	238	4	3194	4471	936	1358	2e-108	382
871268544	XM_005110307.2	sp	Q8N465	D2HDH_HUMAN	62.05	477	180	1	471	1901	44	519	0.0	632
871268536	XM_013089097.1	sp	Q969F9	HPS3_HUMAN	27.65	217	141	10	235	870	1	206	5e-10	61.6
871268546	XM_005110310.2	tr	G5E9V4	G5E9V4_HUMAN	24.54	383	244	8	919	1959	126	499	2e-18	92.4
524910996	XM_005110313.1	sp	P54646	AAPK2_HUMAN	29.86	221	136	7	7	633	1	214	3e-18	85.5
524911008	XM_005110319.1	sp	O43603	GALR2_HUMAN	22.29	323	210	9	127	1080	18	304	8e-05	45.4
871268563	XM_013089102.1	tr	Q96HY3	Q96HY3_HUMAN	40.74	54	32	0	426	587	55	108	4e-08	51.2
871268566	XM_005110314.2	sp	Q9H2J4	PDCL3_HUMAN	51.75	228	109	1	105	788	1	227	3e-63	207
871268571	XM_005110320.2	sp	Q8NB78	KDM1B_HUMAN	44.11	807	419	9	170	2524	23	819	0.0	675
871268576	XM_005110322.2	sp	Q9P2Y5	UVRAG_HUMAN	39.51	453	248	9	290	1636	35	465	1e-90	308
871268578	XM_005110323.2	tr	E5RFK5	E5RFK5_HUMAN	63.42	257	94	0	92	862	1	257	5e-116	346
871268573	XM_013089103.1	sp	P0CJ79	ZN888_HUMAN	25.99	327	198	14	676	1638	271	559	3e-13	73.6
871268573	XM_013089103.1	sp	P0CJ79	ZN888_HUMAN	25.63	277	168	14	739	1551	427	671	1e-04	46.2
871268573	XM_013089103.1	sp	P0CJ79	ZN888_HUMAN	25.13	187	113	9	742	1275	540	708	9e-04	43.1
871268580	XM_005110324.2	sp	Q9H1J1	REN3A_HUMAN	51.14	176	78	2	364	885	60	229	4e-42	163
871268582	XM_005110325.2	sp	Q9H1J1	REN3A_HUMAN	51.14	176	78	2	362	883	60	229	3e-42	163
871268595	XM_013089106.1	tr	A0A2U3TZL4	A0A2U3TZL4_HUMAN	33.08	1067	622	19	540	3689	29	1020	4e-171	557
871268615	XM_013089112.1	sp	Q6UWE0	LRSM1_HUMAN	36.35	751	424	12	253	2439	1	719	2e-108	356
871268611	XM_013089111.1	sp	P20248	CCNA2_HUMAN	51.95	256	121	2	636	1400	178	432	9e-77	262
871268631	XM_013089116.1	sp	Q6UX65	DRAM2_HUMAN	35.56	239	143	5	413	1129	36	263	2e-37	139
871268625	XM_005110334.2	tr	E9PNW1	E9PNW1_HUMAN	43.46	283	154	2	164	997	27	308	7e-68	232
871268628	XM_013089115.1	tr	E9PNW1	E9PNW1_HUMAN	44.52	283	151	3	786	1619	27	308	2e-67	232
871268621	XM_013089114.1	sp	Q9Y2H1	ST38L_HUMAN	74.44	446	108	2	295	1632	13	452	0.0	711
871268634	XM_013089117.1	sp	P35346	SSR5_HUMAN	22.89	249	165	8	118	849	130	356	4e-06	50.1
871268651	XM_005110339.2	sp	A6NEY8	PRXD1_HUMAN	31.20	125	82	4	3814	4179	46	169	2e-10	63.5
871268665	XM_005110340.2	sp	Q15629	TRAM1_HUMAN	54.27	328	143	3	76	1047	4	328	4e-101	323
871268667	XM_013089125.1	tr	A0A087WV57	A0A087WV57_HUMAN	54.46	314	138	3	802	1731	33	345	7e-123	410
871268670	XM_005110344.2	sp	O95429	BAG4_HUMAN	58.33	72	30	0	1224	1439	386	457	8e-17	84.7
871268673	XM_013089126.1	sp	Q86VP6	CAND1_HUMAN	71.37	1240	340	7	1611	5315	1	1230	0.0	1739
871268653	XM_005110345.2	tr	A0A0A0MR59	A0A0A0MR59_HUMAN	75.85	410	93	3	2819	4048	526	929	0.0	630
871268660	XM_005110347.2	tr	A0A0A0MR59	A0A0A0MR59_HUMAN	75.85	410	93	3	2810	4039	526	929	0.0	630
871268658	XM_005110346.2	tr	A0A0A0MR59	A0A0A0MR59_HUMAN	75.85	410	93	3	2810	4039	526	929	0.0	630
871268663	XM_005110348.2	tr	A0A0A0MR59	A0A0A0MR59_HUMAN	75.85	410	93	3	2801	4030	526	929	0.0	630
871268655	XM_013089123.1	tr	A0A0A0MR59	A0A0A0MR59_HUMAN	75.85	410	93	3	2162	3391	526	929	0.0	630
871268676	XM_013089127.1	tr	H0Y882	H0Y882_HUMAN	48.33	60	30	1	3	179	427	486	5e-11	65.9
871268692	XM_013089132.1	sp	Q9H0V1	TM168_HUMAN	36.48	677	421	4	2517	4532	25	697	3e-112	374
871268679	XM_013089129.1	sp	Q5SVZ6	ZMYM1_HUMAN	34.25	73	46	1	784	996	1066	1138	7e-06	48.9
524911089	XM_005110357.1	sp	O00370	LORF2_HUMAN	26.32	323	215	7	859	1821	440	741	5e-22	103
871268688	XM_013089131.1	sp	Q9HDC9	APMAP_HUMAN	39.47	266	154	3	108	893	146	408	5e-62	207
871268717	XM_005110353.2	sp	O75800	ZMY10_HUMAN	49.54	432	212	2	133	1425	6	432	6e-152	451
871268714	XM_013089137.1	sp	Q96LA8	ANM6_HUMAN	47.06	68	36	0	1341	1544	50	117	9e-12	68.6
871268708	XM_013089134.1	sp	Q96LA8	ANM6_HUMAN	47.06	68	36	0	1282	1485	50	117	8e-12	68.6
871268711	XM_013089136.1	sp	Q96LA8	ANM6_HUMAN	47.06	68	36	0	1412	1615	50	117	9e-12	68.6
871268683	XM_013089130.1	tr	A0A3B3ITK4	A0A3B3ITK4_HUMAN	40.08	257	141	4	22	759	46	300	2e-50	181
871268686	XM_005110359.2	sp	P07942	LAMB1_HUMAN	44.49	1769	940	18	103	5322	30	1785	0.0	1509
871268736	XM_013089141.1	sp	P04798	CP1A1_HUMAN	23.39	248	172	6	441	1148	38	279	1e-09	60.8
871268729	XM_005110362.2	sp	Q8NHQ9	DDX55_HUMAN	61.81	487	182	1	119	1567	9	495	0.0	648
871268727	XM_005110360.2	tr	A0A0C4DH14	A0A0C4DH14_HUMAN	38.71	93	52	2	88	363	11	99	4e-13	66.2
871268731	XM_013089140.1	sp	Q96C23	GALM_HUMAN	41.04	346	197	7	266	1297	1	341	2e-73	241
871268719	XM_013089138.1	sp	P18583	SON_HUMAN	32.38	105	71	0	338	24	733	837	4e-04	40.0
871268719	XM_013089138.1	sp	P18583	SON_HUMAN	32.38	105	71	0	338	24	743	847	6e-04	39.7
871268719	XM_013089138.1	sp	P18583	SON_HUMAN	32.38	105	71	0	338	24	763	867	8e-04	39.3
871268719	XM_013089138.1	sp	P18583	SON_HUMAN	32.38	105	71	0	338	24	753	857	9e-04	39.3
871268719	XM_013089138.1	sp	P18583	SON_HUMAN	32.38	105	71	0	338	24	773	877	0.001	39.3
871268739	XM_013089142.1	tr	B4DYM4	B4DYM4_HUMAN	38.03	213	118	3	248	859	231	438	4e-44	163
871268743	XM_013089143.1	sp	Q9UBS9	SUCO_HUMAN	37.69	130	79	2	1588	1974	907	1035	9e-15	81.3
871268750	XM_005110366.2	sp	P19793	RXRA_HUMAN	29.12	388	217	6	1353	2510	99	430	2e-48	183
871268748	XM_005110365.2	sp	P19793	RXRA_HUMAN	29.12	388	217	6	1750	2907	99	430	2e-48	183
871268746	XM_005110367.2	tr	Q5SRQ6	Q5SRQ6_HUMAN	93.87	212	13	0	179	814	20	231	3e-128	400
871268752	XM_013089144.1	sp	Q8NA23	WDR31_HUMAN	43.69	293	161	3	875	1741	61	353	5e-76	259
871268755	XM_013089146.1	tr	A0A0A0MS69	A0A0A0MS69_HUMAN	55.24	525	209	3	1005	2576	86	585	0.0	583
871268763	XM_013089147.1	sp	Q9H4A4	AMPB_HUMAN	47.79	678	294	10	109	2097	17	649	0.0	617
871268769	XM_005110374.2	sp	Q9BPZ7	SIN1_HUMAN	38.70	571	273	15	384	2045	1	511	3e-103	334
871268771	XM_013089148.1	sp	Q9UHF1	EGFL7_HUMAN	29.59	294	150	8	984	1781	7	271	1e-26	112
871268797	XM_013089153.1	sp	O00754	MA2B1_HUMAN	40.40	990	524	23	329	3223	52	1000	0.0	680
871268800	XM_005110378.2	sp	A6NK53	ZN233_HUMAN	43.31	254	134	3	1036	1776	397	647	3e-61	222
871268800	XM_005110378.2	sp	A6NK53	ZN233_HUMAN	51.91	183	86	1	1171	1719	477	657	2e-59	217
871268800	XM_005110378.2	sp	A6NK53	ZN233_HUMAN	45.18	197	103	3	1186	1776	372	563	3e-43	169
871268800	XM_005110378.2	sp	A6NK53	ZN233_HUMAN	34.89	235	96	4	1234	1776	304	535	2e-29	126
871268800	XM_005110378.2	sp	A6NK53	ZN233_HUMAN	32.76	116	74	2	1402	1749	250	361	7e-06	50.8
871268785	XM_013089152.1	sp	P18858	DNLI1_HUMAN	64.53	609	215	1	1545	3368	254	862	0.0	820
871268779	XM_013089150.1	sp	Q92841	DDX17_HUMAN	70.63	446	130	1	252	1586	109	554	0.0	683
325296846	NM_001204736.1	sp	Q92841	DDX17_HUMAN	70.63	446	130	1	228	1562	109	554	0.0	683
871268788	XM_005110380.2	tr	K7ES11	K7ES11_HUMAN	56.22	233	97	1	3636	4334	435	662	1e-79	286
871268788	XM_005110380.2	tr	K7ES11	K7ES11_HUMAN	40.78	179	99	2	1563	2093	50	223	3e-30	131
524911138	XM_005110381.1	sp	Q9H4I9	EMRE_HUMAN	49.09	55	28	0	147	311	46	100	1e-11	60.1
871268793	XR_001185346.1	sp	Q9H4I9	EMRE_HUMAN	48.21	56	29	0	126	293	46	101	3e-11	61.6
871268802	XM_013089154.1	sp	P68431	H31_HUMAN	76.60	141	25	2	703	1116	1	136	5e-63	204
871268802	XM_013089154.1	sp	P68431	H31_HUMAN	75.89	141	26	2	265	678	1	136	3e-62	202
871268805	XM_013089155.1	sp	P68431	H31_HUMAN	76.60	141	25	2	286	699	1	136	2e-61	205
871268805	XM_013089155.1	sp	P68431	H31_HUMAN	76.60	141	25	2	724	1137	1	136	2e-61	205
871268860	XM_005110385.2	sp	Q71DI3	H32_HUMAN	100.00	136	0	0	680	1087	1	136	4e-89	274
871268834	XR_221063.2	sp	Q5VV43	K0319_HUMAN	38.03	71	44	0	3	215	766	836	1e-08	53.5
871268836	XM_013089162.1	sp	O14976	GAK_HUMAN	52.92	856	338	13	150	2633	9	827	0.0	892
871268836	XM_013089162.1	sp	O14976	GAK_HUMAN	56.02	166	68	3	3711	4193	1146	1311	2e-50	197
871268814	XM_005110387.2	sp	Q68CZ6	HAUS3_HUMAN	27.19	629	416	17	103	1953	1	599	2e-46	176
871268816	XM_005110386.2	sp	Q68CZ6	HAUS3_HUMAN	27.19	629	416	17	279	2129	1	599	4e-46	176
871268824	XM_013089160.1	sp	Q03188	CENPC_HUMAN	33.61	119	71	2	4928	5281	827	938	4e-09	62.8
871268821	XM_013089159.1	sp	Q03188	CENPC_HUMAN	33.61	119	71	2	4924	5277	827	938	4e-09	62.8
871268818	XM_013089158.1	sp	Q03188	CENPC_HUMAN	33.61	119	71	2	5178	5531	827	938	4e-09	62.8
871268827	XM_013089161.1	sp	Q03188	CENPC_HUMAN	33.61	119	71	2	5064	5417	827	938	4e-09	62.8
871268832	XM_005110390.2	sp	Q8WWF8	CAPSL_HUMAN	60.77	209	80	2	116	739	1	208	9e-81	262
871268830	XM_005110389.2	sp	Q8WWF8	CAPSL_HUMAN	61.72	209	78	2	116	739	1	208	1e-80	264
871268839	XM_013089163.1	tr	A0A1W2PSA9	A0A1W2PSA9_HUMAN	67.36	432	138	1	510	1805	251	679	0.0	558
871268843	XM_013089164.1	tr	A0A0J9YX77	A0A0J9YX77_HUMAN	41.75	946	451	22	556	3249	220	1113	0.0	655
871268843	XM_013089164.1	tr	A0A0J9YX77	A0A0J9YX77_HUMAN	31.16	215	137	5	2614	3240	2	211	6e-21	100
871268811	XM_013089157.1	sp	P18433	PTPRA_HUMAN	28.57	70	50	0	280	489	732	801	2e-06	51.6
871268872	XM_013089170.1	sp	Q92643	GPI8_HUMAN	64.62	342	116	3	117	1139	13	350	4e-165	481
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	38.99	436	219	7	1238	2413	130	562	4e-90	306
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	37.68	422	214	5	1871	2992	134	554	1e-87	298
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	37.30	429	218	4	2459	3595	133	560	8e-86	293
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	33.85	325	185	5	107	1009	1	319	7e-54	201
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	32.46	228	149	4	2921	3598	94	318	7e-30	127
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	30.32	188	127	3	449	1009	378	562	8e-27	118
871268869	XM_013089169.1	sp	Q9Y6K8	KAD5_HUMAN	31.98	197	128	4	1220	1807	368	559	7e-26	115
871268875	XM_013089171.1	sp	Q9H0A8	COMD4_HUMAN	59.90	192	77	0	102	677	6	197	9e-79	240
871268867	XM_005110405.2	sp	Q9BY50	SC11C_HUMAN	76.40	161	38	0	1	483	31	191	8e-87	258
871268922	XM_005110416.2	tr	F1DAL9	F1DAL9_HUMAN	29.15	199	133	3	1125	1712	189	382	6e-09	61.2
871268920	XM_005110415.2	tr	F1DAL9	F1DAL9_HUMAN	29.15	199	133	3	1202	1789	189	382	6e-09	61.2
871268918	XM_005110414.2	tr	F1DAL9	F1DAL9_HUMAN	29.15	199	133	3	1377	1964	189	382	7e-09	61.2
871268906	XM_005110417.2	sp	Q99732	LITAF_HUMAN	40.26	77	46	0	414	644	85	161	3e-09	56.2
871268908	XM_013089179.1	sp	Q99732	LITAF_HUMAN	40.26	77	46	0	546	776	85	161	7e-09	55.5
871268890	XM_013089176.1	tr	A0A0C4DG03	A0A0C4DG03_HUMAN	28.02	207	143	3	1	618	1	202	5e-26	103
871268893	XM_013089177.1	tr	A0A0C4DG03	A0A0C4DG03_HUMAN	24.89	221	157	5	94	750	3	216	5e-17	80.1
871268893	XM_013089177.1	tr	A0A0C4DG03	A0A0C4DG03_HUMAN	31.54	130	86	1	571	951	10	139	3e-16	77.8
871268916	XM_005110419.2	tr	A0A0C4DG03	A0A0C4DG03_HUMAN	30.99	142	95	2	26	448	16	155	4e-18	79.7
871268896	XM_013089178.1	sp	O75897	ST1C4_HUMAN	29.26	270	141	7	209	874	33	300	3e-25	105
871268913	XM_013089180.1	sp	O43704	ST1B1_HUMAN	34.78	138	76	2	19	399	156	290	1e-18	82.8
871268911	XM_005110420.2	sp	O75897	ST1C4_HUMAN	32.00	275	166	7	503	1282	33	301	4e-34	135
871268900	XM_005110421.2	sp	O43704	ST1B1_HUMAN	31.27	275	165	7	297	1070	29	296	6e-36	137
871268902	XM_005110425.2	sp	O43603	GALR2_HUMAN	22.22	306	211	9	108	1019	24	304	1e-04	45.4
871268924	XM_005110422.2	tr	H3BVC2	H3BVC2_HUMAN	30.63	111	68	3	502	807	5	115	1e-07	52.8
524911244	XM_005110432.1	tr	A0A3B3ISJ5	A0A3B3ISJ5_HUMAN	47.65	298	145	8	118	996	59	350	2e-55	191
871268935	XM_005110428.2	sp	P82979	SARNP_HUMAN	31.79	195	93	7	82	663	7	162	3e-07	52.0
871268937	XM_013089184.1	sp	Q13163	MP2K5_HUMAN	51.86	349	158	3	184	1200	17	365	2e-124	372
871268940	XM_013089185.1	sp	O43181	NDUS4_HUMAN	68.70	115	36	0	182	526	53	167	2e-53	177
871268932	XM_005110430.2	sp	A2RU49	HYKK_HUMAN	27.95	365	242	8	307	1380	21	371	9e-39	148
871268947	XM_013089186.1	tr	A0A0J9YXG4	A0A0J9YXG4_HUMAN	28.88	277	167	10	2277	3062	12	273	1e-24	109
871268947	XM_013089186.1	tr	A0A0J9YXG4	A0A0J9YXG4_HUMAN	28.39	155	98	6	3615	4061	115	262	3e-06	52.4
871268950	XM_005110435.2	sp	Q9UBS8	RNF14_HUMAN	30.87	379	228	7	1297	2334	69	446	2e-47	178
524911255	XM_005110437.1	sp	Q99527	GPER1_HUMAN	33.93	112	60	5	568	873	243	350	2e-09	59.3
871268952	XM_005110441.2	sp	P36543	VATE1_HUMAN	47.53	223	114	2	86	754	2	221	3e-48	176
871268959	XM_013089187.1	tr	A0A1B0GW01	A0A1B0GW01_HUMAN	30.99	142	90	1	919	1320	36	177	1e-14	74.3
871268966	XM_013089189.1	sp	Q13510	ASAH1_HUMAN	51.22	369	175	3	378	1472	28	395	4e-138	412
871268962	XM_013089188.1	sp	O75311	GLRA3_HUMAN	38.75	449	185	12	1032	2270	57	451	2e-86	288
871268976	XM_005110453.2	sp	Q9BVV6	TALD3_HUMAN	27.85	438	225	16	2951	4129	621	1012	1e-20	100
871268980	XM_005110454.2	tr	A0A2R8Y3T5	A0A2R8Y3T5_HUMAN	33.33	483	280	16	356	1696	60	536	3e-60	223
871268972	XM_013089190.1	sp	O14678	ABCD4_HUMAN	45.58	599	315	4	61	1842	12	604	4e-158	490
871268990	XM_013089193.1	sp	Q96FT9	IFT43_HUMAN	44.79	163	72	2	199	687	48	192	6e-34	126
871268987	XM_013089192.1	sp	Q96L03	SPT17_HUMAN	38.55	358	210	6	30	1076	1	357	1e-63	215
871268996	XM_005110448.2	tr	C9J598	C9J598_HUMAN	27.74	137	88	3	412	810	60	189	9e-07	52.0
871268983	XM_005110449.2	tr	G3V2Z2	G3V2Z2_HUMAN	30.45	381	243	5	254	1396	10	368	4e-36	147
871268993	XM_005110450.2	sp	Q13573	SNW1_HUMAN	67.36	530	147	10	131	1678	2	519	0.0	630
871268998	XM_005110451.2	sp	Q13573	SNW1_HUMAN	58.33	36	9	2	270	371	487	518	1e-04	37.7
871268998	XM_005110451.2	sp	Q13573	SNW1_HUMAN	76.92	13	3	0	226	264	471	483	1e-04	28.1
871269000	XM_013089194.1	sp	Q13573	SNW1_HUMAN	58.33	36	9	2	286	387	487	518	2e-04	37.7
871269000	XM_013089194.1	sp	Q13573	SNW1_HUMAN	76.92	13	3	0	242	280	471	483	2e-04	26.6
871268985	XM_005110452.2	sp	O00255	MEN1_HUMAN	53.26	460	183	7	30	1316	2	460	2e-140	454
871268985	XM_005110452.2	sp	O00255	MEN1_HUMAN	61.54	39	15	0	2130	2246	558	596	7e-06	52.0
871269013	XM_013089196.1	tr	A0A3B3IU58	A0A3B3IU58_HUMAN	32.25	276	153	7	172	999	852	1093	4e-31	128
871269013	XM_013089196.1	tr	A0A3B3IU58	A0A3B3IU58_HUMAN	26.89	264	161	7	196	987	236	467	1e-20	95.9
871269013	XM_013089196.1	tr	A0A3B3IU58	A0A3B3IU58_HUMAN	25.00	284	176	8	178	1023	531	779	2e-18	89.0
871269016	XM_013089197.1	sp	Q7Z410	TMPS9_HUMAN	32.25	276	153	7	176	1003	818	1059	2e-31	129
871269016	XM_013089197.1	sp	Q7Z410	TMPS9_HUMAN	26.89	264	161	7	200	991	202	433	1e-20	95.9
871269016	XM_013089197.1	sp	Q7Z410	TMPS9_HUMAN	25.78	287	170	9	182	1027	497	745	2e-18	89.0
871269009	XM_005110457.2	sp	O75581	LRP6_HUMAN	51.83	1667	687	28	230	5134	15	1597	0.0	1620
871269011	XM_005110458.2	sp	O75581	LRP6_HUMAN	52.02	1661	687	27	230	5116	15	1597	0.0	1625
871269022	XM_005110459.2	sp	Q7L2H7	EIF3M_HUMAN	50.82	366	178	2	49	1146	1	364	1e-133	395
524911303	XM_005110460.1	sp	Q6UX98	ZDH24_HUMAN	30.00	190	120	3	844	1395	92	274	6e-14	73.2
871269031	XM_013089200.1	sp	O00370	LORF2_HUMAN	30.82	159	105	3	603	1073	453	608	5e-07	53.9
871269027	XM_013089199.1	sp	Q6UX98	ZDH24_HUMAN	30.00	190	120	3	679	1230	92	274	5e-14	73.2
871269035	XM_013089201.1	sp	Q7Z5P4	DHB13_HUMAN	41.70	259	151	0	585	1361	16	274	3e-58	200
325296842	NM_001204734.1	sp	Q8N0W4	NLGNX_HUMAN	40.60	564	314	12	172	1836	47	598	3e-125	400
871269038	XM_013089202.1	tr	Q6P0N6	Q6P0N6_HUMAN	29.32	191	125	4	1052	1603	456	643	8e-18	91.3
871269042	XM_013089204.1	sp	A8MYZ0	MIY4B_HUMAN	35.42	384	238	5	536	1681	85	460	9e-65	227
871269057	XM_005110466.2	sp	Q8N428	GLT16_HUMAN	23.86	352	224	10	653	1690	117	430	2e-11	68.9
871269059	XM_013089209.1	sp	Q8N428	GLT16_HUMAN	23.86	352	224	10	928	1965	117	430	2e-11	68.9
871269046	XM_013089205.1	sp	Q9BTZ2	DHRS4_HUMAN	28.57	224	149	6	309	974	59	273	4e-16	79.0
871269049	XM_013089206.1	tr	A0A3B3IRX8	A0A3B3IRX8_HUMAN	34.38	64	42	0	100	291	406	469	1e-09	56.6
871269055	XM_005110467.2	sp	O43257	ZNHI1_HUMAN	53.80	158	68	2	151	621	1	154	7e-48	162
871269062	XM_013089210.1	sp	Q16281	CNGA3_HUMAN	40.86	257	147	2	1070	1825	158	414	3e-55	201
871269073	XM_005110474.2	sp	Q969H0	FBXW7_HUMAN	25.08	303	221	3	2500	3396	351	651	5e-28	123
871269073	XM_005110474.2	sp	Q969H0	FBXW7_HUMAN	28.57	203	141	2	2575	3171	454	656	7e-28	122
871269073	XM_005110474.2	sp	Q969H0	FBXW7_HUMAN	26.54	211	115	4	2791	3420	365	536	6e-14	77.8
871269073	XM_005110474.2	sp	Q969H0	FBXW7_HUMAN	36.26	91	55	2	1510	1779	244	332	4e-07	55.5
871269070	XM_013089212.1	sp	P35408	PE2R4_HUMAN	38.20	89	51	2	276	542	16	100	2e-12	66.2
871269067	XM_013089211.1	sp	O60669	MOT2_HUMAN	27.92	197	131	4	1	567	214	407	4e-18	88.6
871269089	XM_005110477.2	sp	A6NP61	ZAR1L_HUMAN	30.66	137	55	3	663	1073	219	315	9e-09	58.5
871269087	XM_005110479.2	sp	Q9C0D3	ZY11B_HUMAN	41.97	760	395	17	194	2437	8	733	3e-168	527
871269102	XM_005110480.2	sp	Q8NDY6	BHE23_HUMAN	70.41	98	27	2	1267	1560	98	193	8e-36	139
871269099	XM_005110484.2	sp	Q5T890	ER6L2_HUMAN	49.92	635	308	5	701	2596	95	722	0.0	631
871269099	XM_005110484.2	sp	Q5T890	ER6L2_HUMAN	29.41	153	91	3	3653	4069	1131	1280	1e-10	67.8
871269091	XM_013089216.1	sp	O43897	TLL1_HUMAN	37.07	116	67	3	435	773	144	256	2e-16	80.1
871269094	XM_005110481.2	sp	Q96RP9	EFGM_HUMAN	66.05	704	238	1	278	2386	45	748	0.0	942
871269081	XM_013089214.1	sp	Q9Y6L6	SO1B1_HUMAN	30.50	341	205	9	6	935	247	586	1e-32	129
871269104	XM_013089217.1	sp	P40313	CTRL_HUMAN	39.18	97	51	3	76	363	174	263	6e-18	78.6
524911363	XM_005110489.1	sp	P09172	DOPO_HUMAN	27.10	155	107	3	139	585	276	430	1e-08	57.4
871269122	XM_005110491.2	sp	Q8IZJ3	CPMD8_HUMAN	33.55	313	189	6	3	911	1213	1516	6e-39	159
871269122	XM_005110491.2	sp	Q8IZJ3	CPMD8_HUMAN	35.29	119	73	2	1245	1592	1555	1672	4e-12	72.0
871269111	XM_013089218.1	sp	P01031	CO5_HUMAN	31.73	271	159	8	27	821	698	948	1e-35	140
871269146	XM_013089225.1	sp	Q9C0D0	PHAR1_HUMAN	66.86	169	55	1	2476	2979	412	580	1e-56	209
871269131	XM_005110495.2	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1013	1990	15	340	3e-168	527
871269138	XM_005110497.2	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	3e-168	527
871269140	XM_013089224.1	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	3e-168	527
871269133	XM_005110496.2	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	3e-168	527
871269135	XM_013089223.1	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	3e-168	527
871269143	XM_005110498.2	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	2e-168	527
871269126	XM_005110494.2	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	1016	1993	15	340	3e-168	527
871269128	XM_013089221.1	tr	F8WCN1	F8WCN1_HUMAN	74.62	327	81	2	540	1517	15	340	2e-168	527
524911389	XM_005110502.1	sp	P09629	HXB7_HUMAN	76.47	68	16	0	187	390	128	195	6e-28	115
871269181	XM_005110504.2	sp	Q9NVR2	INT10_HUMAN	34.40	718	415	15	137	2158	5	710	2e-121	392
871269179	XM_005110505.2	sp	P28074	PSB5_HUMAN	67.07	246	63	2	100	834	30	258	3e-112	334
871269184	XM_013089232.1	sp	Q7L9B9	EEPD1_HUMAN	38.43	575	311	12	364	2031	15	565	3e-118	375
871269187	XM_013089233.1	sp	O95436	NPT2B_HUMAN	51.02	537	239	7	605	2212	100	613	1e-139	438
871269162	XM_005110507.2	sp	Q7Z4Q2	HEAT3_HUMAN	29.73	713	385	25	232	2148	1	671	4e-54	200
871269164	XM_005110508.2	sp	Q68DL7	CR063_HUMAN	32.06	315	202	4	381	1322	9	312	7e-50	188
871269167	XM_013089228.1	sp	Q68DL7	CR063_HUMAN	32.84	268	178	2	518	1318	46	312	3e-45	174
871269170	XM_013089229.1	tr	E9PHY8	E9PHY8_HUMAN	34.37	1679	1043	11	388	5412	2	1625	0.0	1026
871269176	XM_013089231.1	tr	E9PHY8	E9PHY8_HUMAN	34.72	1662	1043	10	387	5360	2	1625	0.0	1038
871269173	XM_013089230.1	tr	E9PHY8	E9PHY8_HUMAN	34.61	1667	1043	11	387	5375	2	1625	0.0	1030
871269203	XM_005110518.2	sp	O15523	DDX3Y_HUMAN	75.98	458	99	3	617	1984	127	575	0.0	711
871269201	XM_005110517.2	sp	O15523	DDX3Y_HUMAN	75.98	458	99	3	659	2026	127	575	0.0	710
871269199	XM_005110516.2	sp	O15523	DDX3Y_HUMAN	77.38	451	98	3	773	2119	127	575	0.0	716
